File,Hits,Tokens,Total
mxbt,19,19,784
zzyl,11,11,560
qnlh,1,1,833
shz,1,1,803
rlws,1,1,682
sgz,25,25,1773
tpgj,73,73,1858
sjs,198,198,1736
lyz,19,19,668
zgzy,42,42,1361
dclfz,1,1,258
hxyz,13,13,585
mxbt,0,0,139
zzyl,0,0,197
qnlh,0,0,250
shz,0,0,137
rlws,0,0,147
sgz,0,0,186
tpgj,0,0,291
sjs,0,0,323
lyz,0,0,153
zgzy,0,0,306
dclfz,0,0,59
hxyz,0,0,54
