File,Hits,Tokens,Total
arm.psd,0,0,110
cam.psd,0,0,38
com.psd,9,9,75
fg.psd,1,1,41
fr.psd,5,5,196
hom.psd,0,0,89
lais.psd,0,0,80
lc.psd,2,2,327
lh.psd,6,6,589
mass.psd,2,2,53
mt.psd,32,32,645
ps.psd,1,1,303
tdh.psd,0,0,31
wms.psd,1,1,41
