File,Hits,Tokens,Total
arm,14,14,109
cam,1,1,30
com,8,8,73
fg,8,8,42
fr,12,12,184
hom,1,1,87
lais,22,22,70
lc,20,20,327
lh,118,118,578
mass,7,7,52
mt,83,83,619
ps,36,36,296
tdh,11,11,31
wms,13,13,40
arm,0,0,40
cam,0,0,41
com,0,0,59
fg,0,0,25
fr,0,0,101
hom,0,0,47
lais,0,0,54
lc,0,0,160
lh,0,0,270
mass,0,0,49
mt,0,0,575
ps,0,0,274
tdh,0,0,18
wms,0,0,31
