File,Date,Genre,hypo-fin,hypo-nonf,para-conj,para-root,para-root2,hypo,para,total
IPLUMPT-E1,1507,Letters,17,6,21,8,0,23,29,52
JACKSON-E3,1655,Letters,28,3,12,8,0,31,20,51
JBARRING-E2,1629,Letters,142,50,39,71,0,192,110,302
JETAYLOR-E3,1673,Sermon,498,123,325,280,3,621,608,1229
JETAYLORMEAS-E3,1662,Non-fiction,501,94,214,169,3,595,386,981
JOHNSON-1759-2,1759,Fiction,456,149,161,396,17,605,574,1179
JOHNSON-176X-2,1767,Letters,544,162,141,417,11,706,569,1275
JOHNSON-1775-1,1775,Letters,503,171,157,559,31,674,747,1421
JOHNSTONE-1786-2,1786,Drama,321,108,121,652,135,429,908,1337
JOPINNEY-E3,1688,Letters,158,48,64,119,0,206,183,389
JOTAYLOR-E2,1630,Non-fiction,1266,258,524,527,9,1524,1060,2584
JOXINDEN-E2,1633,Letters,120,49,45,46,0,169,91,260
JPINNEY-E3,1686,Letters,58,18,31,44,10,76,85,161
JUBARRING-E2,1630,Letters,86,25,27,19,0,111,46,157
JUDALL-E2,1590,Legal,533,137,160,276,54,670,490,1160
JUSTICE-1739-2,1739,Non-fiction,518,133,275,436,1,651,712,1363
KEIMER-1718-2,1718,Non-fiction,846,140,199,531,39,986,769,1755
KIMBER-1742-1,1742,Non-fiction,432,120,132,210,0,552,342,894
KINGLAKE-1844-2,1844,Non-fiction,424,134,182,317,3,558,502,1060
KINGSLEY-1897-2,1897,Non-fiction,411,96,232,394,8,507,634,1141
KIRKLAND-1774-2,1774,Non-fiction,405,62,147,203,21,467,371,838
KNOX-1786-2,1786,Non-fiction,312,64,101,363,3,376,467,843
KNYVETON-1752-ACTUALLY-GRAY-1937-2,1937,Diaries,424,106,253,176,7,530,436,966
KNYVETT-1620-E2-H,1622,Letters,148,49,66,104,0,197,170,367
KNYVETT-1620-E2-P1,1625,Letters,243,81,89,195,0,324,284,608
KNYVETT-1630-E2,1637,Letters,157,43,87,131,0,200,218,418
KOXINDEN-E2,1636,Letters,28,10,15,32,0,38,47,85
KPASTON-E2,1625,Letters,133,42,45,75,1,175,121,296
KSCROPE-1530-E1,1536,Letters,8,5,5,4,0,13,9,22
KSCROPE-1580-E2,1584,Letters,4,5,3,7,0,9,10,19
LANCASTER1-1806-1,1806,Non-fiction,351,132,120,372,8,483,500,983
LANCASTER2-1794-2,1794,Non-fiction,302,125,70,199,0,427,269,696
LANGF-E3,1696,Non-fiction,1046,215,243,317,0,1261,560,1821
LATIMER-E1,1549,Sermon,766,159,317,524,76,925,917,1842
LAWRENCE-1908-2,1908,Letters,347,110,89,684,61,457,834,1291
LAYARD-1894-2,1894,Non-fiction,416,155,134,378,4,571,516,1087
LAYER-1723-2,1723,Legal,2571,673,626,1756,289,3244,2671,5915
LEATHES-1913-2,1913,Non-fiction,332,123,115,508,14,455,637,1092
LEFEVRE-1843-2,1843,Non-fiction,352,102,151,392,27,454,570,1024
LELAND-E1,1539,Non-fiction,550,47,370,792,0,597,1162,1759
LIDDON-1889-2,1889,Sermon,445,70,124,295,17,515,436,951
LIND-1753-1,1753,Non-fiction,307,95,65,199,0,402,264,666
LINGARD-1823-2,1823,Non-fiction,283,141,141,281,1,424,423,847
LISLE-E3,1685,Legal,1010,181,285,1046,360,1191,1691,2882
LOCKE-E3,1685,Non-fiction,1074,272,249,364,20,1346,633,1979
LONG-1866-1,1866,Non-fiction,433,104,209,332,0,537,541,1078
LORDS-E1,1539,Letters,19,7,2,5,0,26,7,33
LOUDON-1806-2,1806,Non-fiction,313,92,83,270,0,405,353,758
LYELL-1830-1,1830,Non-fiction,396,87,84,194,4,483,282,765
MACAULAY-1833-2,1833,Non-fiction,306,107,79,436,7,413,522,935
MACAULAY-1843-2,1843,Non-fiction,405,156,159,401,8,561,568,1129
MACAULAY-1849-2,1849,Non-fiction,335,98,83,332,1,433,416,849
MACHYN-E1,1556,Diaries,261,68,494,535,1,329,1030,1359
MACQUARIE-1815-2,1815,Non-fiction,186,90,144,331,0,276,475,751
MADOX-E2,1582,Diaries,1017,205,475,739,5,1222,1219,2441
MANNERS-E1,1535,Letters,19,2,5,2,0,21,7,28
MARCHES-E1,1537,Letters,29,2,0,2,0,31,2,33
MARKHAM-E2,1615,Non-fiction,831,175,201,277,0,1006,478,1484
MASHAM-E2,1630,Letters,154,72,51,128,3,226,182,408
MATHEWS-1875-2,1875,Drama,255,75,87,822,122,330,1031,1361
MAURICE-1857-2,1857,Sermon,581,112,41,373,45,693,459,1152
MAXWELL-1747-1,1747,Non-fiction,653,160,157,278,15,813,450,1263
MEMO-E3,1675,Letters,73,11,13,14,0,84,27,111
MEREDITH-188X-2,1886,Letters,226,146,129,624,6,372,759,1131
MEREDITH-1895-1,1895,Fiction,295,125,115,514,14,420,643,1063
MERRYTAL-E1,1526,Fiction,1429,293,643,558,20,1722,1221,2943
MHATTON-E3,1678,Letters,41,4,3,18,0,45,21,66
MHOWARD-E1,1536,Letters,23,4,4,2,0,27,6,33
MIDDLET-E2,1630,Drama,530,129,116,1486,227,659,1829,2488
MIDSHIPMAN-1767-2,1767,Non-fiction,414,116,167,447,3,530,617,1147
MILES1-1873-2,1873,Non-fiction,304,119,85,281,19,423,385,808
MILES2-1893-2,1893,Non-fiction,383,107,98,292,5,490,395,885
MILL-1854-2,1854,Letters,567,122,167,388,23,689,578,1267
MILL-1871-2,1871,Letters,443,154,114,254,6,597,374,971
MILTON-E3,1670,Non-fiction,750,202,238,365,5,952,608,1560
MONTAGU-1718-1,1718,Letters,418,115,125,321,1,533,447,980
MONTAGUE-E3,1680,Letters,84,26,24,56,0,110,80,190
MONTEFIORE-1836-1,1836,Non-fiction,374,123,166,375,7,497,548,1045
MOORE-181X-2,1819,Diaries,405,129,145,481,14,534,640,1174
MORELET1-E1,1529,Letters,33,7,9,5,0,40,14,54
MORELET2-E1,1534,Letters,560,103,131,99,2,663,232,895
MORERIC-E1,1613,Non-fiction,1290,208,304,237,24,1498,565,2063
MOREWOL-E1,1524,Letters,250,41,36,39,0,291,75,366
MORRIS-172X-2,1723,Diaries,321,140,235,441,0,461,676,1137
MORTON-1813-2,1813,Drama,277,80,85,774,114,357,973,1330
MOWNTAYNE-E1,1555,Non-fiction,549,176,377,522,73,725,972,1697
MOXINDEN-E2,1640,Letters,65,16,9,28,0,81,37,118
MROPER-E1,1534,Letters,639,92,152,105,13,731,270,1001
MTUDOR-1510-E1,1515,Letters,87,19,22,13,0,106,35,141
MTUDOR-1520-E1,1528,Letters,13,3,5,3,0,16,8,24
NEVILL-E1,1505,Letters,5,1,8,3,0,6,11,17
NEWCOME-NEW-1796-1,1796,Bible,706,74,492,706,109,780,1307,2087
NEWCOME-NEW-1796-2,1796,Bible,569,30,288,461,54,599,803,1402
NFERRAR-E2,1626,Letters,21,10,10,15,0,31,25,56
NFERRAR-E2-P2,1631,Letters,21,8,8,19,0,29,27,56
NHADD-1700-E3,1706,Letters,30,5,12,34,0,35,46,81
NHADD-1710-E3,1719,Letters,24,7,7,19,0,31,26,57
NIGHTINGALE-1848-2,1848,Letters,428,131,185,445,26,559,656,1215
NIGHTINGALE-188X-1,1889,Letters,170,46,30,140,25,216,195,411
NIGHTINGALE-189X-1,1894,Letters,267,92,69,263,22,359,354,713
OATES-E3,1685,Legal,1103,199,509,1293,390,1302,2192,3494
OCONNELL-1844-2,1844,Legal,1910,444,400,3172,818,2354,4390,6744
OFFICER-1744-1,1744,Non-fiction,364,92,173,327,0,456,500,956
OKEEFFE-1767-2,1767,Drama,318,83,70,546,77,401,693,1094
OKEEFFE-1826-1,1826,Non-fiction,204,66,115,353,6,270,474,744
OLDMIXON-1716-2,1716,Non-fiction,589,141,159,277,7,730,443,1173
OMAN-1895-1,1895,Non-fiction,231,147,172,400,2,378,574,952
OSBORNE-E3,1676,Letters,87,25,25,17,0,112,42,154
OSMER-1759-2,1759,Non-fiction,451,123,115,213,6,574,334,908
OWEN-1813-2,1813,Non-fiction,380,135,107,261,16,515,384,899
OWEN-1847-2,1847,Non-fiction,393,77,125,231,24,470,380,850
OWEN-1857-2,1857,Non-fiction,434,112,217,296,3,546,516,1062
PALGRAVE1-185X-2,1859,Non-fiction,303,95,150,323,4,398,477,875
PALGRAVE2-1863-2,1863,Non-fiction,276,103,148,296,10,379,454,833
PENNY-E3,1686,Fiction,1143,312,519,755,105,1455,1379,2834
PEPYS-E3,1667,Diaries,852,195,414,229,2,1047,645,1692
PERROTT-E2,1598,Non-fiction,925,178,224,230,11,1103,465,1568
PETTIT-E2,1625,Letters,36,11,16,19,0,47,35,82
PETTIT2-E2,1627,Letters,37,5,7,14,0,42,21,63
PEYTON-E2,1632,Letters,22,8,1,19,0,30,20,50
PHENRY-E3,1685,Letters,115,24,25,79,3,139,107,246
PLANCHE-1827-2,1827,Drama,331,109,115,681,98,440,894,1334
PLANCHE-1846-2,1846,Drama,355,112,121,562,78,467,761,1228
POORE-1876-1,1876,Non-fiction,270,85,105,268,4,355,377,732
POPE-172X-2,1724,Letters,531,118,101,262,11,649,374,1023
PRIESTLEY-1765-2,1765,Non-fiction,528,106,90,217,28,634,335,969
PRIESTLEY-1769-1,1769,Non-fiction,544,90,88,204,4,634,296,930
PROPOSALS-E3,1677,Letters,22,6,5,4,0,28,9,37
PROUD-1620-E2,1626,Letters,3,5,6,8,0,8,14,22
PROUD-1630-E2,1636,Letters,36,12,12,10,0,48,22,70
PURVER-NEW-1764-1,1764,Bible,830,66,309,731,109,896,1149,2045
PURVER-NEW-1764-2,1764,Bible,1500,159,635,911,104,1659,1650,3309
PURVER-OLD-1764-1,1764,Bible,506,59,204,303,25,565,532,1097
PURVER-OLD-1764-2,1764,Bible,1156,129,403,554,49,1285,1006,2291
PUSEY-186X-1,1866,Sermon,448,86,69,321,19,534,409,943
PUSEY-187X-2,1871,Sermon,513,85,89,400,36,598,525,1123
RALEIGH-E2,1600,Legal,909,234,225,810,61,1143,1096,2239
RCECIL-E2,1596,Letters,213,39,48,53,1,252,102,354
READE-1863-1,1863,Non-fiction,479,117,171,516,20,596,707,1303
RECORD-E1,1551,Non-fiction,1171,84,367,420,1,1255,788,2043
REEVE-1777-1,1777,Fiction,394,148,199,533,35,542,767,1309
RFERRAR-E2,1633,Letters,7,3,4,7,1,10,12,22
RHADDJR-E3,1692,Letters,4,3,4,15,0,7,19,26
RHADDSR-1650-E3,1658,Letters,93,31,22,54,0,124,76,200
RHADDSR-1670-E3,1673,Letters,136,48,30,150,0,184,180,364
RHADDSR-1680-E3,1688,Letters,12,4,3,4,0,16,7,23
RHADDSR-1700-E3,1703,Letters,41,8,13,34,0,49,47,96
RHADDSR-1710-E3,1712,Letters,8,4,3,10,0,12,13,25
RICH-E2,1624,Letters,104,18,21,29,1,122,51,173
RICHARDSON-1858-2,1858,Non-fiction,378,68,53,210,0,446,263,709
ROBERTS-1726-2,1726,Non-fiction,562,103,185,194,0,665,379,1044
ROBERTSON-1792-2,1792,Non-fiction,195,33,167,443,0,228,610,838
ROPER-E1,1555,Non-fiction,962,182,156,248,23,1144,427,1571
ROXINDEN-1600-E2,1607,Letters,12,4,2,6,0,16,8,24
ROXINDEN-1620-E2,1626,Letters,37,9,12,16,0,46,28,74
ROXINDEN2-E2,1630,Letters,30,5,10,10,0,35,20,55
RPLUMPT-E1,1536,Letters,46,14,16,14,0,60,30,90
RPLUMPT2-E1,1502,Letters,46,10,28,7,0,56,35,91
RUSKIN-1835-1,1835,Diaries,283,61,110,367,0,344,477,821
RUSKIN-1882-2,1882,Diaries,196,53,166,253,12,249,431,680
RUSSELL-E1,1538,Letters,14,6,2,6,0,20,8,28
RYDER-1716-1,1716,Diaries,585,153,207,411,1,738,619,1357
SALMON-1724-2,1724,Non-fiction,404,136,174,144,1,540,319,859
SAVILL-E1,1545,Letters,87,20,39,64,0,107,103,210
SHAKESP-E2,1599,Drama,566,132,198,1437,256,698,1891,2589
SHAW-1903-2,1903,Drama,385,143,130,668,92,528,890,1418
SHERIDAN-1756-2,1756,Non-fiction,607,108,78,226,27,715,331,1046
SKEAVINGTON-184X-1,1845,Non-fiction,462,133,136,243,0,595,379,974
SMITH-E2,1591,Sermon,1207,210,338,663,48,1417,1049,2466
SMOLLETT-175X-2,1757,Letters,447,135,128,350,12,582,490,1072
SOMERS-E3,1697,Letters,42,15,12,14,0,57,26,83
SOUTHARD-E3,1686,Letters,30,4,11,10,0,34,21,55
SOUTHEY-1813-1,1813,Non-fiction,382,137,174,404,4,519,582,1101
SPENCER-1680-E3,1688,Letters,37,13,7,20,0,50,27,77
SPENCER-1700-E3,1708,Letters,125,25,18,33,0,150,51,201
ST-JOHN-1711-2,1711,Letters,673,156,109,283,2,829,394,1223
STAT-1500-E1,1511,Legal,280,13,6,12,0,293,18,311
STAT-1510-E1,1515,Legal,70,0,1,0,0,70,1,71
STAT-1530-E1,1533,Legal,362,43,21,24,0,405,45,450
STAT-1540-E1,1543,Legal,235,20,19,5,0,255,24,279
STAT-1550-E1,1553,Legal,210,17,19,5,0,227,24,251
STAT-1560-E1,1563,Legal,168,16,18,1,0,184,19,203
STAT-1570-E2,1572,Legal,172,14,15,5,0,186,20,206
STAT-1580-E2,1585,Legal,251,20,20,6,0,271,26,297
STAT-1590-E2,1593,Legal,198,21,14,8,0,219,22,241
STAT-1600-E2,1607,Legal,265,26,22,8,0,291,30,321
STAT-1620-E2,1626,Legal,189,11,10,5,0,200,15,215
STAT-1640-E2,1640,Legal,233,31,34,5,0,264,39,303
STAT-1660-E3,1663,Legal,309,33,29,10,0,342,39,381
STAT-1670-E3,1671,Legal,109,21,22,2,0,130,24,154
STAT-1690-E3,1697,Legal,869,103,125,21,0,972,146,1118
STATUTES-171X-1,1716,Legal,276,24,9,22,0,300,31,331
STATUTES-1745-1,1745,Legal,241,27,10,35,0,268,45,313
STATUTES-1775-1,1775,Legal,251,39,18,34,0,290,52,342
STATUTES-1805-1,1805,Legal,269,22,3,27,0,291,30,321
STATUTES-1835-1,1835,Legal,373,37,30,47,18,410,95,505
STATUTES-1865-1,1865,Legal,250,61,64,74,0,311,138,449
STATUTES-1895-1,1895,Legal,226,36,51,132,0,262,183,445
STEVENS-1745-1,1745,Drama,413,172,134,653,74,585,861,1446
STEVENSO-E1,1558,Drama,741,153,154,945,192,894,1291,2185
STOKES-1887-2,1887,Non-fiction,438,80,81,201,7,518,289,807
STOW-E2,1580,Non-fiction,739,157,257,316,1,896,574,1470
STRUTT-1890-1,1890,Non-fiction,339,104,102,353,5,443,460,903
STRYPE-E3,1664,Letters,147,26,41,80,0,173,121,294
STURT-1890-2,1890,Diaries,381,130,122,513,42,511,677,1188
STURT-1914-2,1914,Diaries,381,140,131,411,30,521,572,1093
SURETY-E1,1549,Letters,4,2,2,1,0,6,3,9
SWIFT-1726-2,1726,Fiction,479,117,139,241,0,596,380,976
SWIFT-1735-2,1735,Letters,494,141,141,293,9,635,443,1078
TALBOT-1901-1,1901,Sermon,448,94,114,356,29,542,499,1041
TALBOT-E2,1593,Letters,8,4,3,11,0,12,14,26
TBARRING-E2,1630,Letters,69,28,21,46,0,97,67,164
TEMPLE-1914-2,1914,Sermon,531,118,161,326,20,649,507,1156
THACKERAY-1855-2,1855,Fiction,453,100,132,475,47,553,654,1207
THOMPSON-1859-2,1859,Non-fiction,247,86,123,363,0,333,486,819
THOMSON-1862-2,1862,Non-fiction,369,84,63,171,2,453,236,689
THOWARD-E1-H,1513,Letters,22,3,3,1,0,25,4,29
THOWARD-E1-P1,1519,Letters,12,4,9,2,0,16,11,27
THOWARD2-E2,1571,Legal,1710,387,485,1244,95,2097,1824,3921
THRING-187X-1,1871,Diaries,392,141,141,463,16,533,620,1153
THRING-1883-2,1883,Non-fiction,452,117,73,354,12,569,439,1008
THROCKM-E1,1554,Legal,872,192,266,486,95,1064,847,1911
TILLOTS-A-E3,1670,Sermon,356,91,114,124,14,447,252,699
TILLOTS-B-E3,1679,Sermon,567,137,135,145,9,704,289,993
TILLOTS-C-E3,1680,Sermon,366,67,97,96,20,433,213,646
TINDALL-1814-1,1814,Non-fiction,398,85,94,274,5,483,373,856
TORKINGT-E1,1517,Non-fiction,685,94,473,495,0,779,968,1747
TOWNLEY-1746-1,1746,Legal,533,86,166,364,105,619,635,1254
TREVELYAN-1911-2,1911,Non-fiction,288,127,106,270,12,415,388,803
TREVELYAN-1913-2,1913,Non-fiction,336,104,132,340,4,440,476,916
TRINCOLL-E2,1594,Letters,6,1,1,2,0,7,3,10
TROLLOPE-1879-2,1879,Fiction,489,159,170,439,38,648,647,1295
TROLLOPE-1882-1,1882,Non-fiction,441,159,204,339,5,600,548,1148
TUNSTALL-E1-H,1517,Letters,92,11,12,12,0,103,24,127
TUNSTALL-E1-P1,1521,Letters,67,14,15,15,0,81,30,111
TURNER-E1,1568,Non-fiction,1028,104,258,263,7,1132,528,1660
TURNER1-1799-1,1799,Non-fiction,319,122,122,367,3,441,492,933
TURNER2-1800-1,1800,Non-fiction,317,109,111,309,1,426,421,847
TURNER3-1722-2,1722,Non-fiction,324,53,55,99,1,377,155,532
TURNERHERB-E1,1562,Non-fiction,35,9,9,31,0,44,40,84
TYNDNEW-E1,1534,Bible,2145,229,1601,1556,216,2374,3373,5747
TYNDOLD-E1,1530,Bible,1414,190,1385,625,74,1604,2084,3688
UDALL-E1,1538,Drama,623,143,190,1084,218,766,1492,2258
UNDERHILL-E1,1562,Non-fiction,291,69,93,199,12,360,304,664
VANBR-E3,1696,Drama,1062,314,283,1394,227,1376,1904,3280
VICARY-E1,1548,Non-fiction,943,166,570,432,0,1109,1002,2111
VICTORIA-186X-DIARY-2,1865,Diaries,486,101,164,480,11,587,655,1242
VICTORIA-186X-OFFICIAL-LETTERS-2,1865,Letters,584,173,118,283,17,757,418,1175
VICTORIA-186X-PRIVATE-LETTERS-1,1865,Letters,444,139,193,396,14,583,603,1186
WALPOLE-174X-1,1744,Letters,537,142,135,412,25,679,572,1251
WALPOLE-179X-2,1793,Letters,577,124,164,362,44,701,570,1271
WALTON-E3,1676,Non-fiction,919,208,365,385,34,1127,784,1911
WATSON-1817-1,1817,Legal,1308,254,245,1886,604,1562,2735,4297
WATTS-1726-2,1726,Non-fiction,351,47,110,188,1,398,299,697
WCECIL-1560-E1,1565,Letters,68,22,25,35,0,90,60,150
WCECIL-1580-E2,1587,Letters,72,14,19,17,0,86,36,122
WEATHERS-1913-1,1913,Non-fiction,257,97,121,252,2,354,375,729
WEBSTER-1718-1,1718,Non-fiction,116,27,28,38,6,143,72,215
WELLESLEY-1815-1,1815,Letters,564,157,141,274,4,721,419,1140
WESLEY-174X-1,1745,Diaries,439,121,190,473,11,560,674,1234
WESLEY-1750-2,1750,Sermon,195,24,35,114,33,219,182,401
WESLEY-1755-2,1755,Sermon,307,44,57,177,20,351,254,605
WHEWELL-1837-1,1837,Non-fiction,416,81,117,249,24,497,390,887
WHITE-1784-2,1784,Sermon,418,124,100,263,14,542,377,919
WHITEFIELD-1737-2,1737,Sermon,531,106,113,168,39,637,320,957
WILDE-1895-1,1895,Drama,392,119,94,705,80,511,879,1390
WILLIAM-1832-2,1832,Letters,599,132,85,145,0,731,230,961
WOLLASTON-1793-1,1793,Sermon,475,131,96,210,7,606,313,919
WOLLSTONECRAFT-1787-2,1787,Non-fiction,505,163,186,394,17,668,597,1265
WOLSEY-E1,1529,Letters,176,34,23,37,1,210,61,271
WOOD-1864-2,1864,Non-fiction,402,101,129,249,4,503,382,885
WPASTON2-E2,1625,Letters,10,5,4,20,0,15,24,39
WPLUMPT-1500-E1,1503,Letters,20,3,13,8,0,23,21,44
WPLUMPT-1510-E1,1516,Letters,7,2,4,3,0,9,7,16
WPLUMPT-1530-E1,1538,Letters,14,3,6,4,0,17,10,27
WYLD-1725-2,1725,Non-fiction,330,56,142,145,0,386,287,673
YONGE-1865-1,1865,Fiction,437,148,176,434,39,585,649,1234
ZOUCH-E3,1649,Letters,25,4,4,3,0,29,7,36
